x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,y
-0.553,-0.917,0.451,0.505,0.336,0.761,0.093,1.513,1.124,1.375,1.035,-0.705,0.244,0.445,1.016,0.756,-1.460,2.104,0.428,1.075,1.552,0.696,-0.286,-1.263,-0.901,-0.854,-0.091,-1.279,-0.292,0.298,2.315,2.918,-0.196,-0.418,1.503,-0.412,-0.098,-0.215,0.590,-0.663,0.693,1.282,0.036,-2.928,-0.124,-0.571,-1.135,0.465,-0.365,0.125,8.027
0.017,-0.336,-0.012,1.277,-1.182,-0.681,1.046,0.652,0.578,-0.438,0.558,-0.765,-0.499,-0.643,-0.851,0.577,-1.089,-2.666,0.505,0.403,-1.182,-0.934,0.598,-0.817,-1.685,-0.669,-1.010,-1.241,0.496,-1.194,-0.056,0.313,-1.163,0.997,0.599,0.118,-0.809,-0.770,0.784,-1.172,-1.093,-0.261,1.684,-0.309,-1.397,-0.396,0.059,1.718,1.284,-1.050,16.600
0.454,0.257,0.524,0.819,0.835,0.131,-0.660,-1.297,-1.337,-0.811,1.530,-0.849,-0.919,0.270,0.052,0.293,-0.035,1.200,0.283,0.891,-0.035,-1.057,-0.924,1.858,-1.936,0.670,1.148,-0.082,0.307,-0.697,0.634,-0.248,-0.990,-0.594,0.246,-1.143,-0.711,0.117,0.160,0.335,1.366,-0.897,0.296,-2.114,-1.158,0.507,-0.505,-0.004,-0.070,-0.026,7.184
-1.024,-0.696,-0.997,-2.422,0.654,0.728,1.539,0.153,-0.571,1.429,0.329,-1.355,0.347,0.136,-0.024,-0.023,0.305,0.499,0.949,-1.053,-0.236,1.011,1.342,0.126,1.318,2.125,-0.161,0.434,1.646,-1.005,-0.401,-0.272,-0.787,0.308,-1.045,-1.169,0.291,0.172,0.496,-1.025,-1.487,0.361,-1.808,1.991,1.447,0.647,-1.789,-1.698,0.483,-1.892,11.242
0.749,0.203,0.505,0.699,-0.562,1.767,0.085,1.642,1.377,-0.487,2.385,2.590,0.532,-0.941,0.021,-0.399,-0.271,1.651,0.792,1.316,-1.106,-0.914,0.048,1.183,0.093,-1.409,-0.534,-0.956,-1.470,-0.091,-0.789,-1.092,-0.362,-1.040,0.211,0.020,-0.129,-0.547,0.291,-0.094,-0.106,-0.497,0.149,-0.697,0.172,-0.114,-0.775,-0.902,0.504,-0.651,4.216
-0.179,-0.248,0.364,-1.641,1.011,0.654,0.183,1.145,0.391,1.581,-1.325,0.575,0.822,-1.869,-0.497,0.094,2.333,1.041,1.502,-0.056,-0.769,0.525,0.081,0.227,0.629,-0.528,1.620,-0.494,0.530,-0.930,0.331,1.369,1.295,-0.213,0.412,-0.187,-0.442,0.761,0.013,-1.633,0.001,0.088,0.825,0.992,-1.210,0.843,1.930,-1.098,-0.366,0.151,14.313
0.372,0.691,-0.744,0.479,-0.762,-0.790,-0.575,1.114,0.529,-2.183,-1.558,-0.653,0.048,0.972,-1.770,-0.277,-1.286,-0.678,1.593,-0.692,-0.799,1.792,0.883,0.607,1.213,-0.715,0.031,-0.159,1.235,-0.950,-0.148,0.395,-0.197,-0.171,2.923,0.950,0.044,-0.331,-1.021,-0.107,-0.963,-0.130,-1.434,-0.809,0.709,1.845,-0.305,0.624,-1.159,0.911,10.009
1.009,0.157,1.512,0.914,0.941,0.174,-1.670,0.099,-0.064,-0.035,2.727,0.262,-1.571,-0.080,1.281,1.468,1.525,-0.389,-0.443,-1.691,0.967,0.860,0.113,1.007,0.218,-0.675,-0.162,-0.909,-1.129,-1.983,0.565,-0.755,0.791,-1.094,0.143,-0.462,-0.438,-0.082,-0.168,-0.115,-1.682,0.522,-1.534,0.270,-0.173,-0.342,0.094,1.082,-1.804,-0.889,4.145
-1.187,-0.718,0.956,-0.951,-0.729,0.642,0.675,0.733,0.845,1.461,1.094,0.416,-0.335,-1.201,0.556,-0.135,-0.519,2.218,0.512,-1.623,-0.108,-0.097,-0.941,-0.846,0.978,0.423,0.173,0.715,-2.104,0.123,0.605,0.503,0.748,0.614,0.570,-0.910,0.429,-0.447,1.034,-0.129,-1.365,0.590,0.093,0.778,0.855,0.785,0.526,-0.500,-1.110,-2.008,-3.521
0.910,-1.037,-1.875,-0.141,-0.427,0.908,-0.782,0.464,1.810,0.812,1.653,-0.011,1.394,-1.221,-1.544,0.065,0.001,-0.722,-2.002,0.582,-0.374,-0.000,2.266,-1.101,-1.513,0.894,-0.726,0.203,-0.119,0.394,0.489,0.211,-0.023,-0.348,1.496,-0.429,-0.308,0.817,2.045,0.870,2.517,0.279,0.381,0.122,0.640,-1.125,-0.641,0.648,0.809,0.511,1.858
-1.309,0.817,-0.134,0.437,-0.497,0.417,-0.110,1.143,-2.269,2.056,0.208,1.053,0.311,-0.040,1.898,-0.712,0.010,1.378,1.387,0.362,-0.362,-1.095,-0.490,0.727,-1.721,-0.361,-1.117,-1.333,-0.257,1.137,-1.666,-0.110,1.625,-1.623,0.497,-1.162,0.342,1.336,1.188,0.997,-0.314,0.858,0.946,-0.314,0.538,-0.063,-0.963,0.487,-0.867,0.089,-2.532
1.848,-0.328,0.986,1.403,-2.549,-1.390,0.004,-1.930,2.170,0.191,-0.029,-1.071,-0.865,-1.381,0.577,0.550,-1.286,-0.726,-0.021,0.444,-1.886,-0.097,-1.533,0.338,3.074,-0.181,2.011,1.462,-0.927,-0.717,-0.437,0.146,0.173,-0.095,-0.562,-0.482,-0.625,0.404,-1.604,0.339,-0.905,1.624,1.811,0.143,-0.372,1.317,0.001,0.907,-1.361,0.110,6.521
0.331,1.183,-0.768,-0.701,1.490,-1.756,0.772,0.453,-0.214,1.313,-0.008,-0.964,0.351,1.793,-0.790,0.922,1.019,0.237,0.382,0.288,0.026,0.121,-0.665,1.139,-0.160,0.184,-0.970,1.968,-2.124,2.319,-0.584,1.578,-0.536,-1.027,2.010,-0.948,1.640,-1.150,-0.368,0.977,-0.422,-0.484,1.859,-0.327,0.218,0.117,0.778,-1.682,-0.468,-0.363,-10.155
1.116,0.830,0.132,1.004,0.248,1.388,-0.666,1.415,-0.894,2.113,-0.320,-0.460,1.152,1.037,-1.280,0.116,0.094,-0.006,-0.400,-0.027,0.713,0.259,0.829,0.999,-0.496,0.256,0.852,0.148,-1.447,-0.183,-0.376,3.225,-1.424,0.047,-0.998,1.983,-1.011,1.310,0.605,-0.308,-2.364,-0.252,-0.209,-0.424,0.146,-1.179,-0.662,-2.874,-1.686,0.216,16.002
-0.625,-0.099,-0.340,-0.440,1.379,0.078,-0.864,-0.590,1.815,-2.128,0.450,0.486,0.042,-1.257,2.583,-0.161,-0.671,-0.660,1.593,0.200,0.008,-0.650,-0.923,0.800,1.376,-0.000,-0.263,1.216,1.174,0.410,-0.055,-0.943,-1.299,1.802,-1.082,0.017,-1.093,1.475,-0.470,-0.130,0.341,-0.674,1.210,1.259,-0.917,0.817,-0.720,1.327,2.517,0.530,8.961
-0.834,-1.380,-0.264,1.078,0.457,-0.397,-0.222,1.926,1.649,0.284,-1.159,0.315,-0.255,0.276,-0.892,-0.337,-2.356,1.304,-0.297,0.664,-0.874,-1.783,1.183,0.496,-0.801,0.329,1.079,-0.981,0.518,0.107,0.909,0.176,-0.698,-0.304,-1.589,1.808,-0.126,0.799,0.783,-2.067,0.138,1.208,-1.148,-0.280,-0.195,-0.711,-1.215,0.704,-0.504,-0.125,7.730
-0.552,0.374,-0.972,0.141,-0.154,-0.515,0.682,0.968,0.338,-1.116,-0.296,-1.174,0.504,0.540,0.122,-0.610,0.551,-0.474,-0.817,1.127,0.549,2.086,-0.600,-0.109,-1.198,0.283,-1.186,-0.978,-0.515,0.458,0.042,-1.645,-0.736,0.760,0.702,0.604,-0.751,0.603,1.089,1.037,-0.025,0.584,1.595,0.704,0.805,1.461,-0.198,-0.208,0.224,-0.512,2.231
0.111,-0.961,-0.282,0.679,0.208,0.460,0.648,0.547,-0.048,-0.267,1.161,-0.043,1.591,1.005,1.407,-1.510,1.243,0.198,-0.037,-0.445,-1.029,-1.170,1.070,-1.751,0.057,0.550,1.299,-0.625,-1.167,-0.542,-0.700,1.029,-0.116,-0.507,-0.879,0.091,0.472,-0.476,1.969,-0.910,0.444,0.577,0.010,0.334,0.336,0.241,-0.996,-0.627,0.195,-0.223,13.577
-0.376,0.179,-1.193,1.457,-1.004,0.581,-1.308,0.096,-0.426,-0.834,0.475,0.703,0.244,-1.026,-0.016,0.212,2.474,-1.117,1.940,-0.733,1.633,-1.064,-1.035,0.754,0.280,0.677,0.391,1.124,1.559,0.461,1.049,-0.564,-1.377,-0.246,0.558,-0.262,-1.179,-0.866,0.589,0.505,-0.555,1.838,-0.336,-1.060,0.697,-0.618,-0.920,-0.240,-1.622,0.731,11.886
-1.227,1.649,-0.367,-1.077,1.151,-0.393,0.506,-2.059,-1.316,0.329,-1.415,-0.043,-0.483,1.464,0.482,-0.466,1.126,0.134,-0.741,-1.031,-1.321,1.387,-0.433,0.499,1.029,-1.685,-1.055,-1.039,-0.159,-0.596,0.526,-0.087,0.834,-0.121,-0.019,-2.331,0.582,0.707,0.695,-0.519,1.278,-0.689,0.537,-0.507,-0.417,0.202,-0.291,-1.550,-2.457,-0.898,6.306
-1.432,-0.649,-0.067,-0.607,0.663,0.800,0.875,1.508,0.443,-1.255,-2.165,2.083,0.258,-1.219,1.878,0.090,1.029,-0.460,2.170,-0.531,-1.088,-0.387,-0.741,0.874,0.276,2.312,0.095,0.430,-0.355,1.118,0.703,-0.595,-0.801,-0.109,-0.724,1.427,0.229,-0.435,0.200,-0.264,-1.308,-0.968,1.690,1.425,-0.746,-0.356,1.335,-0.301,-2.262,1.567,7.386
-0.676,0.450,1.638,-0.213,1.568,-0.486,0.593,1.018,0.116,0.192,0.853,0.049,0.775,-0.415,1.527,-0.892,0.496,2.067,0.915,2.218,0.833,-0.045,-0.868,-0.296,-0.406,0.871,-0.575,-0.585,0.775,0.835,1.395,-1.129,2.689,1.459,-0.742,1.993,0.281,0.585,1.210,0.619,-1.046,-2.176,-0.697,0.932,-0.789,-0.650,1.272,1.603,-0.438,0.633,-1.714
1.778,-0.034,-0.719,1.933,-1.617,-0.386,-0.588,-0.475,-0.330,2.060,0.887,0.288,-0.278,0.367,0.762,-1.310,1.888,0.494,1.262,1.019,0.794,0.314,0.433,1.311,0.114,-0.043,0.063,0.056,1.220,1.399,-1.840,0.506,-0.269,-1.178,1.551,-1.420,-1.202,0.455,-0.492,0.606,-0.540,0.498,1.028,-1.107,-1.869,0.644,0.219,-0.322,0.459,0.115,11.349
0.686,0.558,-0.051,0.713,0.765,0.870,0.726,0.672,0.500,-0.587,1.588,-1.205,1.013,-1.146,-0.162,-1.263,2.390,-1.661,-0.358,0.138,-0.430,0.375,-0.764,-1.630,-0.225,-0.355,0.332,2.470,-0.460,2.231,-0.677,0.351,-1.306,1.453,-1.294,-0.833,0.473,-0.698,-0.397,-0.121,0.627,-2.879,-0.144,1.489,-0.745,-0.835,-1.270,1.394,-1.669,1.339,10.843
-0.269,1.211,-0.416,1.327,-0.536,0.533,-0.040,-0.725,-1.922,0.422,-1.217,0.143,-1.796,-0.839,-0.488,-0.549,-0.778,-0.482,-3.631,-1.718,1.393,0.757,0.834,0.781,0.472,0.342,-1.130,0.958,-0.493,-0.115,1.618,0.067,-0.450,0.798,0.088,-0.155,2.130,-1.425,-0.206,0.659,0.742,-1.312,0.330,0.272,2.109,0.010,1.005,-0.153,1.237,-1.475,-4.414
0.628,-1.232,0.929,-0.416,0.104,1.579,0.619,-1.178,-0.359,0.973,-1.976,0.737,1.765,0.900,-0.276,-1.163,0.113,-2.756,-1.024,-0.293,0.680,1.574,-1.525,-0.219,-0.483,1.261,0.335,0.880,-0.180,0.153,1.162,-0.315,0.750,0.572,0.236,-1.138,0.698,1.060,0.589,-0.759,-1.297,-1.169,-0.750,1.377,-0.814,-0.684,0.936,-0.071,0.401,-0.767,7.211
0.167,-0.061,0.210,1.216,0.529,-0.211,-0.770,0.951,-0.011,0.524,1.307,1.338,-0.262,-0.087,-0.858,0.481,-0.522,0.483,1.773,-1.407,-0.164,-2.424,0.420,-2.337,2.374,-1.076,0.483,-0.454,-0.484,0.147,1.755,0.619,-1.641,-1.125,-1.088,0.261,-0.239,2.296,1.256,1.196,0.063,0.579,-0.963,2.293,-1.792,0.266,0.962,0.979,0.727,0.707,14.055
0.971,0.677,1.329,0.591,1.661,0.321,0.635,-0.403,-2.606,-1.887,-1.246,-0.625,1.719,0.380,-0.636,0.002,-0.348,0.106,0.047,-0.711,0.914,-0.534,-1.456,-0.875,0.224,1.323,0.375,-0.147,1.944,2.400,-1.831,-0.430,-0.802,0.176,-0.454,-0.350,2.771,-0.437,0.588,-0.909,-0.179,0.068,-0.447,-1.501,-0.664,0.854,0.768,1.358,0.010,0.492,12.851
-1.494,-1.158,-2.375,0.197,0.957,0.994,0.599,0.190,0.236,-1.566,-1.242,0.433,0.252,-0.143,-0.011,0.390,0.793,-1.143,-0.438,-0.711,1.026,-0.216,0.560,-0.368,-0.981,1.806,0.260,1.213,1.135,-1.668,0.077,-0.854,-0.703,-0.628,-1.504,-0.882,0.024,0.847,1.665,1.257,-1.154,0.507,-0.226,-2.533,0.379,-0.769,-0.636,-1.425,1.037,-0.229,10.312
-0.062,0.030,-0.932,-0.601,-1.723,-0.186,0.191,1.041,-0.141,0.546,-0.701,-0.276,-0.980,0.959,-0.493,1.926,-0.767,0.658,1.163,-0.639,2.144,-0.264,-0.327,0.530,0.784,-1.231,-0.175,-0.419,1.187,-1.738,-0.825,-2.208,0.550,0.209,0.030,-2.110,-1.384,-0.140,0.755,-0.426,-0.831,0.180,-0.350,-0.441,-0.085,-0.697,-2.465,-0.485,-0.377,1.479,21.580
-0.627,0.936,0.348,-0.834,-0.741,-1.865,-0.512,-0.354,0.106,0.426,-0.122,-0.548,-1.177,0.911,-0.804,-0.239,-0.358,-0.452,1.760,-0.436,-0.316,-0.179,0.485,-0.125,0.270,-0.036,-0.369,0.019,0.421,-1.164,-0.815,-0.387,0.726,1.546,-0.022,-1.272,0.815,1.186,0.048,0.136,-0.253,-1.469,0.253,1.261,-0.725,-0.378,0.589,-0.570,1.836,-0.205,8.117
-0.722,0.048,-0.075,-0.590,0.455,1.374,-1.177,0.125,0.787,1.994,-0.860,-0.745,-2.268,0.159,1.277,-0.253,0.901,0.287,1.853,-0.207,-0.223,0.476,0.960,-0.110,0.960,1.584,0.140,-0.948,-1.594,0.045,-0.519,1.709,1.991,0.429,-0.740,-1.515,-0.698,-0.913,-1.448,0.778,-0.871,-1.071,-1.222,2.436,-0.030,0.350,1.361,-0.217,2.725,-0.857,-12.068
-0.624,1.016,-0.079,-1.207,-1.229,1.679,0.890,-1.052,-0.223,-0.410,-0.218,-0.623,-0.718,1.472,-0.429,-0.354,-2.456,-0.328,0.447,1.621,-1.112,0.655,-1.597,0.765,-1.358,-1.040,-1.283,0.010,0.394,-0.334,0.716,-0.021,0.038,1.499,-0.733,-1.076,0.377,0.418,-0.487,-0.008,0.648,-0.215,2.004,-1.292,-0.250,-0.802,0.356,-1.076,1.460,0.607,14.353
0.949,0.563,1.187,0.812,-0.269,0.669,-0.143,0.301,0.324,-0.239,-0.700,2.268,-0.401,-0.527,0.515,-2.390,0.077,0.915,-0.698,1.084,0.498,0.873,0.193,-0.080,0.840,0.719,-0.511,0.968,-0.282,1.493,-0.024,1.024,0.175,-0.383,-0.553,-2.764,-0.373,-1.311,-0.229,-0.415,0.325,-1.464,-1.230,1.213,1.147,0.606,0.927,-1.651,0.332,-1.891,-5.934
1.432,-0.153,-0.160,-1.978,-1.553,0.758,-0.833,0.116,-1.599,0.985,-0.902,1.262,-0.394,-0.421,-0.120,0.017,-0.029,0.248,1.200,-1.024,-0.377,0.543,2.650,-0.968,-1.480,-1.562,0.214,1.525,1.283,0.214,1.029,0.706,-1.531,0.607,0.620,-0.607,0.136,-0.368,2.356,-0.748,-0.837,0.155,-1.860,-0.453,-0.009,-0.587,0.034,-1.029,0.230,0.117,11.276
0.929,-0.582,-0.705,-2.130,1.704,-1.406,-0.450,-0.445,0.559,0.417,-0.371,0.220,-0.382,-1.371,-0.068,1.330,-0.725,0.124,-0.338,0.171,-0.120,-0.525,0.971,-0.309,-0.306,-0.275,-0.688,-0.349,0.030,0.187,0.726,0.895,2.281,-0.074,1.010,-0.742,-0.242,1.340,-0.168,-0.064,0.467,-0.950,-0.528,1.227,-0.064,-1.077,-2.394,-0.284,0.668,-1.787,15.886
-1.246,0.743,-0.439,0.570,-0.512,-0.656,0.926,-1.383,-0.541,0.153,0.471,-0.221,0.404,0.371,-0.776,-0.393,-1.460,-1.232,0.524,-0.471,1.527,0.663,0.656,-0.123,-0.303,-0.732,-1.597,0.645,-0.580,-1.909,-1.029,0.956,-0.578,-0.599,0.836,0.237,-0.076,1.169,1.832,-1.393,0.149,1.867,1.421,0.402,0.101,1.703,2.401,-1.042,2.170,0.721,10.899
-0.199,-0.251,0.489,-0.985,-0.265,0.988,0.594,1.495,-0.271,-1.348,-0.394,0.433,0.579,1.739,0.339,0.954,-0.514,-1.007,1.884,0.065,-0.740,0.369,-1.140,-0.295,-0.756,0.397,1.361,-1.972,-0.538,-0.709,1.190,-1.699,0.172,0.933,-0.848,-0.664,-1.152,2.004,-0.223,0.793,-2.127,-0.959,0.347,0.098,-0.842,0.884,-1.776,2.207,0.184,0.476,16.394
0.322,0.894,-0.905,1.288,0.598,-1.257,0.867,-2.064,-0.054,-0.995,1.192,-0.510,-1.976,-1.623,0.329,-0.781,0.340,-1.194,0.445,-1.473,-1.885,-0.013,0.478,-1.071,1.696,-0.374,-0.235,-0.173,0.239,-1.070,0.153,0.096,0.716,-2.424,1.366,0.610,-0.456,-1.084,-1.001,-0.404,-0.517,-0.920,0.111,-0.917,-1.407,-0.513,-0.844,-1.264,0.161,-0.187,23.874
0.470,1.809,0.270,0.099,3.338,-0.160,0.743,1.330,-1.204,0.395,-0.698,0.581,0.868,-0.131,-1.103,0.774,-0.664,-0.831,0.189,-0.319,-0.471,2.261,-0.142,0.227,-1.067,2.293,-0.993,1.246,1.737,0.594,0.893,-1.087,-0.210,0.194,-0.236,0.112,1.538,1.495,-0.512,-0.371,1.309,0.556,0.441,-1.267,0.307,0.839,1.078,0.029,0.117,-0.252,5.096
0.719,1.206,-0.194,-0.911,1.440,-0.027,0.291,0.028,0.484,-0.254,-0.883,0.186,-1.511,0.636,-0.168,1.551,-0.736,0.294,-0.354,1.332,-1.068,0.806,0.158,1.453,-0.783,0.996,1.986,1.932,-1.927,0.236,0.477,0.448,0.257,0.186,0.553,-1.870,0.409,1.184,0.280,0.281,-1.041,-0.787,0.638,1.843,0.561,0.037,0.518,-2.074,0.120,-1.551,-6.065
-0.633,0.648,0.853,0.708,0.503,-0.789,-0.275,0.711,-0.233,-1.233,-0.958,-0.701,1.882,-0.200,1.019,-1.755,1.235,0.478,1.876,0.760,-0.056,0.973,-0.760,-0.382,1.128,0.679,-0.992,-0.336,2.464,-1.463,-0.734,0.563,-1.982,0.597,0.733,0.781,-0.376,-0.392,-1.230,0.097,-0.598,-0.568,-0.355,1.053,-0.390,-1.140,1.441,0.833,0.655,0.428,2.014
-1.226,-0.302,-0.206,0.848,-1.080,-1.091,0.361,0.468,1.841,-1.073,0.954,0.885,0.714,-0.900,1.603,-0.311,0.304,0.170,-1.079,-0.529,-0.079,0.675,0.419,0.572,0.957,1.398,-0.133,-0.074,0.213,0.746,1.288,-0.019,0.648,-1.109,0.698,-1.378,0.805,0.019,-1.123,-1.153,-0.337,1.408,0.348,0.783,-1.537,0.917,-1.747,0.015,0.827,1.322,12.653
-1.346,0.451,0.792,-0.928,1.133,-0.133,-0.028,0.222,-0.851,0.788,1.474,0.986,-1.979,1.690,-1.000,-0.599,-1.250,-0.513,-0.720,1.614,2.093,-1.291,-0.903,0.379,0.576,-0.062,0.788,1.387,-0.622,-0.546,0.042,-1.772,1.165,-0.525,1.380,0.402,-0.007,-0.971,0.359,-1.055,-0.555,0.981,-0.491,0.424,-0.189,1.054,1.208,0.211,1.867,-0.089,10.768
0.719,0.273,0.556,-0.322,0.892,-0.897,-0.955,0.310,-1.094,-0.101,0.434,-1.635,-1.730,0.880,0.964,0.956,0.495,1.575,1.674,-0.289,-0.201,-0.048,1.324,-0.225,-0.202,0.176,-1.260,1.786,0.898,-1.462,1.341,-0.436,0.608,0.531,-0.351,1.351,1.764,-0.339,1.120,-0.003,1.403,0.708,-0.672,0.364,-2.358,0.157,-0.389,-0.120,0.114,0.070,13.075
-0.823,1.437,-0.661,-1.255,1.173,1.197,1.183,1.350,-0.590,-0.358,-0.407,-0.938,-1.348,-0.017,-0.312,1.278,0.541,-2.870,-1.943,1.305,-3.185,0.397,-0.514,0.531,-0.320,1.048,-0.274,1.165,-1.236,-1.115,-2.016,1.042,0.449,1.509,1.173,0.021,1.234,0.272,-0.437,-0.893,-1.063,-1.222,1.054,-2.406,0.444,-0.265,0.050,1.443,0.964,1.342,-8.985
0.618,-0.113,0.746,-1.675,-1.010,-0.312,-1.338,0.824,1.197,0.515,-1.537,-0.037,0.368,-0.094,0.024,0.730,-0.193,-0.346,0.187,-1.136,-0.174,0.067,0.079,-0.219,0.632,0.091,0.670,0.372,0.097,0.103,1.328,0.919,0.228,0.436,-1.522,0.254,-3.081,-0.367,1.598,0.207,-0.260,-1.605,0.427,-0.899,0.058,-2.700,-0.540,-1.665,1.074,-0.135,13.395
1.725,1.245,0.651,0.514,1.170,0.568,-0.323,0.012,0.185,-1.468,-0.524,0.077,-0.136,-0.671,2.508,-0.475,-1.398,-0.345,1.055,0.771,-0.476,0.456,0.560,-3.072,-1.767,0.023,1.462,1.015,0.302,0.113,-0.014,-1.094,0.402,-2.213,-0.060,1.018,0.472,0.032,-1.724,-1.538,0.261,-0.795,1.724,0.036,0.686,-0.486,-2.105,0.510,-0.970,-0.197,31.339
1.069,-1.253,-1.073,1.506,-0.720,-0.507,-0.453,-1.916,-0.185,-2.597,0.093,0.935,-0.974,-0.274,1.115,-0.025,0.660,-0.435,0.088,0.302,-0.401,-0.509,0.703,0.994,1.860,-0.862,-0.395,0.665,0.415,-0.422,-0.093,1.248,0.751,1.293,1.122,-0.392,-0.398,1.145,-0.614,-0.281,-0.346,-0.806,0.137,0.065,-0.145,-0.087,-0.453,-0.676,0.718,-0.240,0.990
0.341,-0.292,2.460,-1.120,0.522,0.103,0.304,-0.390,-0.714,-0.111,-1.507,0.978,0.511,1.630,0.696,-1.352,0.566,0.229,0.309,-1.630,-0.585,-0.318,-0.428,-0.067,2.426,0.844,1.086,0.583,1.475,0.416,-0.687,2.209,0.222,1.568,0.700,-0.072,0.074,1.261,0.094,1.066,0.891,1.834,-0.066,0.413,0.527,-0.130,1.879,-1.895,0.923,1.421,6.022
-0.434,1.418,-1.019,-0.866,1.788,-1.068,0.052,0.847,-0.315,0.615,0.041,-1.618,1.683,1.261,1.336,1.693,1.573,-1.757,-0.201,2.402,-0.689,-0.754,2.890,0.319,1.184,-0.930,0.238,0.498,0.004,0.554,0.412,0.314,-3.083,0.342,-0.900,1.021,0.395,-0.092,-0.066,0.646,0.864,-1.944,-0.316,-0.090,-0.010,0.412,-0.356,0.305,-1.056,-0.913,3.194
0.076,0.573,-0.472,-0.450,0.127,0.970,-1.147,1.542,0.136,-0.773,-0.256,0.474,-0.685,-0.709,0.623,-1.936,0.691,0.636,-0.216,0.494,1.452,0.567,-1.054,1.015,0.053,-1.769,0.323,-0.552,-0.501,0.076,1.077,0.783,0.455,1.072,-0.486,0.566,-0.053,1.364,0.315,0.122,0.618,0.854,0.185,-0.214,-2.333,-1.752,0.709,-0.325,-0.221,-1.107,9.542
0.818,-0.804,-0.240,0.435,-0.714,-0.569,0.653,0.475,-0.762,0.982,0.050,-1.196,1.076,-1.302,-0.610,-0.583,1.185,0.121,2.242,0.986,-1.010,1.396,0.097,0.427,0.426,-0.994,1.260,0.051,0.545,2.268,0.069,-1.560,-0.773,0.578,-1.193,0.013,-0.307,0.415,-0.248,1.477,1.177,0.385,0.220,0.513,-0.685,0.193,-0.934,-0.164,0.913,1.760,4.485
0.537,1.743,-0.320,-2.514,0.608,-0.383,-1.260,1.135,-0.283,0.600,1.659,0.581,0.699,0.820,-2.283,0.438,0.567,-0.617,-0.433,-1.815,1.441,0.085,0.672,0.054,-0.136,-0.469,1.617,1.104,-0.550,-1.425,-0.019,2.260,0.348,-0.914,-0.317,1.357,-0.594,-1.102,-0.362,0.408,0.087,0.748,-0.426,-1.702,0.573,-0.139,0.017,1.286,-1.431,-0.655,18.287
0.765,0.027,-0.797,0.832,1.240,-0.156,0.369,0.849,1.149,-0.080,0.434,1.559,0.242,-0.104,-0.250,0.525,0.764,-0.428,0.282,-0.616,0.022,0.376,-2.499,-0.025,-1.003,0.078,0.038,-1.971,-0.343,-0.541,-0.874,-0.910,-1.172,-1.215,-2.096,-1.228,0.083,0.195,1.302,0.318,0.102,-1.596,1.662,0.578,0.486,-1.141,-0.521,1.879,-2.306,-0.168,5.604
0.397,0.161,2.289,0.033,-0.492,1.072,-0.162,1.516,0.631,-0.254,1.337,-0.086,0.732,-0.066,-1.410,0.125,1.611,-2.136,-0.169,0.120,-0.970,-1.852,0.837,-0.533,0.559,-0.068,0.007,-0.866,1.741,0.473,-0.385,-0.800,-0.260,0.011,-0.375,-0.895,-1.592,-1.020,0.763,0.128,0.074,0.774,-0.788,-0.596,1.198,1.293,-0.819,-0.217,2.217,0.794,18.565
-0.511,0.360,1.022,-0.093,-0.931,1.026,-1.879,0.943,-0.066,0.099,-0.665,1.287,0.233,0.144,1.015,-1.496,-1.692,-0.424,-0.152,-1.601,-1.168,0.701,0.249,-0.304,0.399,-2.299,0.285,0.141,-0.534,0.735,-0.120,0.783,2.558,-0.483,-0.178,-1.005,-0.923,-0.870,-0.481,-0.235,1.242,0.915,-0.364,-2.142,0.183,-0.803,-0.905,-0.472,-0.219,1.168,16.903
-1.933,1.371,0.480,-0.091,1.145,-1.132,-0.360,0.094,0.610,-0.003,-0.691,-0.778,0.753,0.540,0.541,0.334,-0.597,-0.167,-0.967,0.177,0.120,0.113,1.213,-0.165,-0.439,-0.444,-0.850,-0.703,0.455,-0.415,-1.251,0.199,-0.006,0.107,0.627,-0.641,0.367,0.727,-0.025,0.921,0.138,0.417,-0.261,1.448,0.943,0.481,-0.420,0.727,-0.156,1.436,1.394
0.730,-0.729,0.562,-1.577,-0.484,1.467,0.932,-0.134,-1.008,0.881,-1.351,0.459,-0.499,1.999,0.026,2.248,1.001,0.012,-0.192,0.576,0.472,-0.243,-0.730,-0.674,-1.434,-0.838,1.771,-0.696,0.204,-0.355,0.596,-1.041,-0.693,0.410,0.211,0.320,-0.302,-0.492,-0.917,0.920,-1.213,-1.474,-1.230,-1.101,0.116,-0.153,-1.008,-0.793,1.426,0.488,13.438
-0.028,0.404,0.834,0.198,1.284,0.462,-0.466,-0.436,-0.389,0.821,-0.905,-0.228,-2.040,-1.017,-1.071,-2.486,-1.596,-0.706,-0.097,-0.846,-1.928,0.992,1.308,1.427,0.599,-1.399,-0.733,-2.075,0.818,1.291,-0.817,0.731,-0.131,0.110,-0.576,-0.275,-0.798,0.681,-1.411,-0.199,-0.558,-0.303,-0.819,1.135,1.282,-1.134,-0.315,0.369,-0.221,0.196,6.772
